File;Class
resizedDataset - Kopi/Scene2/00022_00194_outdoor_070_0300.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_070_0301.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_070_0500.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_070_0501.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_080_0400.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_080_0401.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_100_0500.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_100_0501.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_110_0000.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_110_0001.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_110_0200.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_110_0201.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_110_0400.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_110_0401.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_120_0100.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_120_0101.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_120_0500.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_120_0501.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_130_0000.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_130_0001.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_130_0200.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_130_0201.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_140_0100.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_140_0101.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_140_0300.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_140_0301.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_150_0000.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_150_0001.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_150_0200.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_150_0201.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_160_0100.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_160_0101.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_160_0300.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_160_0301.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_170_0200.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_170_0201.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_180_0100.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_180_0101.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_180_0300.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_180_0301.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_190_0200.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_190_0201.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_210_0300.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_210_0301.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_230_0300.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_230_0301.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_250_0100.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_250_0101.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_250_0400.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_250_0401.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_260_0300.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_260_0301.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_270_0400.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_270_0401.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_280_0300.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_280_0301.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_330_0100.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_330_0101.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_340_0000.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_340_0001.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_340_0200.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_340_0201.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_350_0100.png;0
resizedDataset - Kopi/Scene2/00022_00194_outdoor_350_0101.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_000_0000.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_000_0001.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_000_0200.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_000_0201.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_000_0400.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_000_0401.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_010_0300.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_010_0301.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_020_0100.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_020_0101.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_070_0000.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_070_0001.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_090_0000.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_090_0001.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_140_0000.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_140_0001.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_140_0200.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_140_0201.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_150_0100.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_150_0101.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_150_0300.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_150_0301.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_150_0500.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_150_0501.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_160_0000.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_160_0001.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_160_0200.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_160_0201.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_160_0400.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_160_0401.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_170_0100.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_170_0101.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_170_0300.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_170_0301.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_170_0500.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_170_0501.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_180_0000.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_180_0001.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_180_0200.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_180_0201.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_190_0100.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_190_0101.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_190_0400.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_190_0401.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_200_0000.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_200_0001.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_200_0300.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_200_0301.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_210_0100.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_210_0101.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_210_0500.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_210_0501.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_220_0000.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_220_0001.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_220_0300.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_220_0301.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_240_0100.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_240_0101.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_240_0500.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_240_0501.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_250_0000.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_250_0001.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_260_0100.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_260_0101.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_270_0000.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_270_0001.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_280_0100.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_280_0101.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_280_0300.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_280_0301.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_290_0000.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_290_0001.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_290_0200.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_290_0201.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_290_0400.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_290_0401.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_300_0100.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_300_0101.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_300_0300.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_300_0301.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_300_0500.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_300_0501.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_310_0000.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_310_0001.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_310_0200.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_310_0201.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_320_0100.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_320_0101.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_320_0400.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_320_0401.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_330_0200.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_330_0201.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_330_0500.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_330_0501.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_340_0000.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_340_0001.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_340_0400.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_340_0401.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_350_0100.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_350_0101.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_350_0300.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_350_0301.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_350_0500.png;0
resizedDataset - Kopi/Scene3/00022_00195_outdoor_350_0501.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_000_0100.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_000_0101.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_000_0300.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_000_0301.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_010_0000.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_010_0001.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_010_0200.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_010_0201.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_010_0400.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_010_0401.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_020_0300.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_020_0301.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_020_0500.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_020_0501.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_030_0200.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_030_0201.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_030_0400.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_030_0401.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_040_0300.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_040_0301.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_040_0500.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_040_0501.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_050_0400.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_050_0401.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_060_0100.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_060_0101.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_060_0300.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_060_0301.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_060_0500.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_060_0501.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_070_0000.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_070_0001.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_070_0200.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_070_0201.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_070_0400.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_070_0401.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_080_0100.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_080_0101.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_080_0300.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_080_0301.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_080_0500.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_080_0501.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_090_0200.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_090_0201.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_090_0400.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_090_0401.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_100_0000.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_100_0001.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_100_0300.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_100_0301.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_110_0100.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_110_0101.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_120_0000.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_120_0001.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_120_0200.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_120_0201.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_170_0100.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_170_0101.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_180_0000.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_180_0001.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_180_0200.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_180_0201.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_190_0100.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_190_0101.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_200_0000.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_200_0001.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_200_0300.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_200_0301.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_210_0100.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_210_0101.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_220_0000.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_220_0001.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_220_0200.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_220_0201.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_230_0100.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_230_0101.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_230_0300.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_230_0301.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_240_0000.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_240_0001.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_240_0200.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_240_0201.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_250_0100.png;0
resizedDataset - Kopi/Scene4/00022_00196_outdoor_250_0101.png;0
